469.2,91.661
470.8,91.589
472.4,91.517
474,91.445
475.6,91.374
477.2,91.302
478.8,91.23
480.4,91.161
482,91.092
483.6,91.023
485.2,90.954
486.8,90.884
488.4,90.815
490,90.746
491.6,90.677
493.2,90.608
494.8,90.539
496.4,90.469
498,90.4
499.6,90.331
501.2,90.262
502.8,90.193
504.4,90.124
506,90.055
507.6,89.985
509.2,89.916
510.8,89.847
512.4,89.778
514,89.709
515.6,89.64
517.2,89.57
518.8,89.501
520.4,89.432
522,89.382
523.6,89.372
525.2,89.363
526.8,89.354
528.4,89.345
530,89.336
531.6,89.326
533.2,89.317
534.8,89.308
536.4,89.299
538,89.289
539.6,89.28
541.2,89.271
542.8,89.262
544.4,89.253
546,89.243
547.6,89.234
549.2,89.254
550.8,89.291
552.4,89.328
554,89.365
555.6,89.402
557.2,89.439
558.8,89.475
560.4,89.512
562,89.549
563.6,89.586
565.2,89.623
566.8,89.66
568.4,89.697
570,89.734
571.6,89.771
573.2,89.807
574.8,89.844
576.4,89.904
578,89.964
579.6,90.025
581.2,90.085
582.8,90.146
584.4,90.206
586,90.267
587.6,90.327
589.2,90.388
590.8,90.448
592.4,90.509
594,90.569
595.6,90.63
597.2,90.69
598.8,90.751
600.4,90.818
602,90.889
603.6,90.96
605.2,91.03
606.8,91.101
608.4,91.171
610,91.242
611.6,91.313
613.2,91.383
614.8,91.454
616.4,91.524
618,91.595
619.6,91.666
621.2,91.736
622.8,91.807
624.4,91.881
626,91.959
627.6,92.037
629.2,92.116
630.8,92.194
632.4,92.272
634,92.35
635.6,92.429
637.2,92.507
638.8,92.585
640.4,92.663
642,92.742
643.6,92.82
645.2,92.898
646.8,92.976
648.4,93.055
650,93.135
651.6,93.215
653.2,93.296
654.8,93.377
656.4,93.457
658,93.538
659.6,93.619
661.2,93.699
662.8,93.78
664.4,93.861
666,93.942
667.6,94.022
669.2,94.103
670.8,94.184
672.4,94.264
674,94.343
675.6,94.419
677.2,94.495
678.8,94.571
680.4,94.647
682,94.723
683.6,94.798
685.2,94.874
686.8,94.95
688.4,95.026
690,95.102
691.6,95.178
693.2,95.254
694.8,95.33
696.4,95.406
698,95.482
699.6,95.556
701.2,95.622
702.8,95.688
704.4,95.755
706,95.821
707.6,95.888
709.2,95.954
710.8,96.021
712.4,96.087
714,96.154
715.6,96.22
717.2,96.286
718.8,96.353
720.4,96.419
722,96.486
723.6,96.552
725.2,96.619
726.8,96.681
728.4,96.743
730,96.806
731.6,96.868
733.2,96.931
734.8,96.993
736.4,97.056
738,97.118
739.6,97.181
741.2,97.243
742.8,97.306
744.4,97.368
746,97.431
747.6,97.493
749.2,97.551
750.8,97.595
752.4,97.64
754,97.684
755.6,97.729
757.2,97.773
758.8,97.818
760.4,97.862
762,97.907
763.6,97.951
765.2,97.996
766.8,98.04
768.4,98.085
770,98.129
771.6,98.17
773.2,98.206
774.8,98.242
776.4,98.278
778,98.314
779.6,98.349
781.2,98.385
782.8,98.421
784.4,98.457
786,98.493
787.6,98.529
789.2,98.565
790.8,98.6
792.4,98.636
794,98.672
795.6,98.708
797.2,98.744
798.8,98.775
800.4,98.794
802,98.813
803.6,98.832
805.2,98.851
806.8,98.87
808.4,98.889
810,98.908
811.6,98.919
813.2,98.897
814.8,98.876
816.4,98.854
818,98.833
819.6,98.811
821.2,98.79
822.8,98.767
824.4,98.713
826,98.659
827.6,98.606
829.2,98.552
830.8,98.498
832.4,98.444
834,98.391
835.6,98.337
837.2,98.258
838.8,98.151
840.4,98.043
842,97.935
843.6,97.828
845.2,97.72
846.8,97.613
848.4,97.495
850,97.353
851.6,97.212
853.2,97.071
854.8,96.93
856.4,96.789
858,96.647
859.6,96.506
861.2,96.287
862.8,96.032
864.4,95.777
866,95.523
867.6,95.268
869.2,95.013
870.8,94.758
872.4,94.503
874,94.249
875.6,93.964
877.2,93.661
878.8,93.359
880.4,93.056
882,92.753
883.6,92.451
885.2,92.148
886.8,91.845
888.4,91.398
890,90.951
891.6,90.505
893.2,90.058
894.8,89.611
896.4,89.164
898,88.644
899.6,88.106
901.2,87.568
902.8,87.03
904.4,86.492
906,85.954
907.6,85.416
909.2,84.878
910.8,84.321
912.4,83.698
914,83.076
915.6,82.453
917.2,81.831
918.8,81.208
920.4,80.586
922,79.906
923.6,79.18
925.2,78.454
926.8,77.727
928.4,77.001
930,76.275
931.6,75.549
933.2,74.823
934.8,73.997
936.4,73.163
938,72.329
939.6,71.495
941.2,70.661
942.8,69.816
944.4,68.929
946,68.041
947.6,67.154
949.2,66.266
950.8,65.378
952.4,64.48
954,63.57
955.6,62.661
957.2,61.751
958.8,60.841
960.4,59.918
962,58.949
963.6,57.981
965.2,57.013
966.8,56.044
968.4,55.076
970,54.043
971.6,53.01
973.2,51.977
974.8,50.944
976.4,49.919
978,48.919
979.6,47.918
981.2,46.917
982.8,45.917
984.4,44.924
986,43.941
987.6,42.957
989.2,41.973
990.8,40.989
992.4,40.006
994,39.022
995.6,38.038
997.2,37.055
998.8,36.071
1000.4,35.129
1002,34.235
1003.6,33.341
1005.2,32.447
1006.8,31.553
1008.4,30.66
1010,29.781
1011.6,28.948
1013.2,28.114
1014.8,27.28
1016.4,26.446
1018,25.612
1019.6,24.764
1021.2,23.903
1022.8,23.042
1024.4,22.182
1026,21.321
1027.6,20.46
1029.2,19.695
1030.8,18.95
1032.4,18.205
1034,17.46
1035.6,16.716
1037.2,15.971
1038.8,15.402
1040.4,14.938
1042,14.474
1043.6,14.01
1045.2,13.546
1046.8,13.082
1048.4,12.618
1050,12.154
